Time,Variance,Lag-1 AC,Lag-2 AC,Lag-4 AC,AIC fold,AIC hopf
47.5,0.0019405803544953852,0.14576786217417295,-0.4693525302862248,0.17482316823577193,,
48.0,0.001925433182401908,0.14253010207075403,-0.4722713132859348,0.17854204826930356,,
48.5,0.0019439276507083867,0.1454627685693253,-0.47640682644907895,0.18810262426659266,,
49.0,0.001953035619849716,0.1454761316780774,-0.47847283134310414,0.1898644296612721,,
49.5,0.0019904089108261627,0.13855934077384308,-0.49211914382280036,0.20468722664019143,2.0915763869999653e-06,0.9999965309570559
50.0,0.001998645891426599,0.12644383863100037,-0.49813785979687913,0.21280383478594805,,
50.5,0.0020348550724032643,0.12674940080569114,-0.5069536175193947,0.2129320209268018,,
51.0,0.0020645369293320324,0.12008899031612133,-0.5159346084820629,0.21534907258868854,,
51.5,0.002080767081859764,0.11592474270719551,-0.5259175680147986,0.2216912863104587,,
52.0,0.0020995380998301773,0.11523450050142266,-0.5357028989062183,0.22963655238765807,5.388691547911379e-08,0.9999999336013973
52.5,0.0020751805074906643,0.10980071496397419,-0.54349825728388,0.24466111423325185,,
53.0,0.0021065553293112154,0.10848972185570709,-0.5498426290254207,0.26169584824976355,,
53.5,0.0021397271577645797,0.11357740049002021,-0.5515731846215344,0.261063110378276,,
54.0,0.002162218716200789,0.1137975909011397,-0.5567489450150191,0.2686121065381212,,
54.5,0.00220024306523283,0.10605767012161446,-0.56265208995529,0.2737152865252381,0.00019667755495382362,0.9997718835174398
55.0,0.0022114499786305528,0.09953559595106379,-0.5722253118793023,0.28953471107001605,,
55.5,0.0022590649613201796,0.09559656638723528,-0.5796349326397519,0.2927036570879179,,
56.0,0.0022965153746517066,0.10388869850815326,-0.5841923418509771,0.3050057601445846,,
56.5,0.0023097670416448593,0.09026615886106157,-0.5882545545898374,0.3163830045812041,,
57.0,0.002322585831218295,0.09236198279102378,-0.5976922166469892,0.32744263311572014,1.812019206407766e-09,0.999999993627996
57.5,0.0023367465794949457,0.08603898114854888,-0.6050701294514921,0.3402766411548795,,
58.0,0.0023562291258146795,0.08773271039109931,-0.6071726835071619,0.34304416350614964,,
58.5,0.0023649947806104648,0.07950381856696903,-0.6135458400712539,0.34793965849602954,,
59.0,0.002391509364805531,0.08144826321765718,-0.616812290545009,0.34812626253766543,,
59.5,0.00239568354169552,0.07902289763475656,-0.6176161148153829,0.3486250958677676,2.340392793863062e-06,0.9999945116306067
60.0,0.0024020434477815696,0.07752949905044242,-0.6235800050238595,0.35142173470137145,,
