Realisation number,Time,State variable,Smoothing,Residuals,Standard deviation,Variance,Lag-1 AC,Lag-2 AC,Lag-4 AC,Coefficient of variation,Skewness,Kurtosis,Smax,AIC fold,AIC hopf,AIC null
2,112.0,0.4898448101935304,0.7861448998635324,-0.29630008967000204,0.15439171152174197,0.02383680058661279,-0.00580714246492635,-0.9099347991371173,0.891248102714429,0.1942636382874748,0.35809060069602644,1.8314219569689003,0.005371197647978822,1.730105053676113e-26,1.0,4.679297850241336e-26
2,112.5,0.3941565937976967,0.7869676978914119,-0.39281110409371517,0.1575629046733306,0.024826068929097066,0.02458441893869306,-0.9105623018902449,0.8938554131664894,0.1991096839553552,0.29025158522796446,1.722761727291559,,,,
2,113.0,1.1369656757672686,0.787795831524471,0.3491698442427976,0.1601012714499208,0.025632417119881228,-0.011519057911458868,-0.9126302104024793,0.8945336077626904,0.2020062619192559,0.31711672252340034,1.5846699906895423,,,,
2,113.5,1.0538549646043849,0.7886316681961174,0.2652232964082675,0.16154721984543188,0.0260975042397883,0.012759365149508867,-0.9138368430088818,0.8968836511400774,0.20340616175237883,0.29952748205919166,1.4583732447819857,,,,
2,114.0,0.5542815695580464,0.7894758184842852,-0.23519424892623875,0.1625472597436979,0.02642161165018519,-0.003581375642052879,-0.9138650159091307,0.8993133440310942,0.20508997767644305,0.2953201807686637,1.3840357153483929,,,,
2,114.5,0.3668216577152971,0.7903275642817763,-0.4235059065664792,0.1660876284865059,0.027585100336271606,0.020422904639978666,-0.9141462661600809,0.9034580594484735,0.21042273075882484,0.2181621178142492,1.309799301915701,0.007020464015190715,3.956149595602954e-28,1.0,1.047358306164862e-27
2,115.0,1.1512133844876786,0.7911825302571995,0.3600308542304791,0.16878336520075857,0.02848782436849264,-0.016915053277933478,-0.9144021967270385,0.9073910967107377,0.21335554356091666,0.23679299787232405,1.1812050465060253,,,,
2,115.5,1.1093272476988707,0.7920424787467011,0.3172847689521696,0.17083300451770975,0.029183915432547843,0.011171842199354695,-0.9159610304438103,0.9092111225310654,0.21548356215061465,0.23497613696273445,1.0573041968914298,,,,
2,116.0,0.6150334965639384,0.792908819371746,-0.1778753228078076,0.17140424048666733,0.02937941365681129,-0.0016968507470413654,-0.9130434135396837,0.9108117331077922,0.21671380255510891,0.2495745960339635,1.0178274590198462,,,,
2,116.5,0.36204819401316274,0.7937810022328493,-0.43173280821968657,0.17490412702995317,0.030591453652109996,0.01463500126722796,-0.9148460813945126,0.9147585754295123,0.2220483118346275,0.18401373611690527,0.9584597786009105,,,,
2,117.0,1.022544370471515,0.7946533987070384,0.22789097176447648,0.1758783521959469,0.03093319477116154,-0.007669068403865636,-0.9173426354477773,0.9166696840362213,0.22285445879244953,0.16313927814817344,0.8841706931548111,0.008617072000917407,9.753581314316588e-27,1.0,2.6305892718103387e-26
2,117.5,1.0757339177461884,0.7955277690321072,0.2802061487140812,0.17742030954079055,0.031477966237549934,0.006659360193535419,-0.9174101675244369,0.91813616858722,0.2243762690666295,0.15350101537911218,0.7882422850627334,,,,
2,118.0,0.5657933117279262,0.7964057508269734,-0.23061243909904716,0.1782856892749896,0.03178578700025815,-0.0065044429728090426,-0.9182439111534656,0.9190077501394837,0.22589086657691995,0.15522624670625995,0.7355496239958929,,,,
2,118.5,0.32372256341217814,0.7972867778380553,-0.4735642144258772,0.1823098104957976,0.03323686700301363,0.01476853964112151,-0.9177393003767582,0.9224203008774075,0.23211447548032443,0.0861958769041642,0.7205799690681542,,,,
2,119.0,1.0850136733750657,0.7981664989138325,0.2868471744612332,0.18376050851394385,0.033767924489303235,-0.013183276219315228,-0.9190176004147509,0.9237593845964469,0.23367477727814354,0.08877195173468072,0.645648017879318,,,,
2,119.5,1.1862263965553723,0.7990452520536796,0.3871811445016927,0.18655691011801004,0.03480348071277928,0.00978838355632807,-0.9212925803084295,0.9248125311491062,0.23655244820371965,0.10568119955188023,0.5601388125481404,0.010530885350656055,1.4973377079539692e-24,1.0,4.108116571499539e-24
2,120.0,0.7283685168744445,0.7999251487707995,-0.07155663189635497,0.18663396355404188,0.034832236351891435,0.004590011262848287,-0.9167694878323621,0.9231556447116896,0.23687196885765216,0.1109438868729343,0.5551128770197042,,,,
2,120.5,0.2506999144226543,0.8008051218511648,-0.5501052074285104,0.19186967231921842,0.03681397115588425,0.01125721604717563,-0.9185421656073116,0.926838223818281,0.24478633029250726,0.004697608687324452,0.6304984276567377,,,,
2,121.0,0.7593537880410315,0.8016800093644237,-0.042326221323392255,0.1918834069249851,0.036819241853139416,0.01419005754021989,-0.9183650787246664,0.9168719216375295,0.24502544655227357,0.01020414682013671,0.6295034506240464,,,,
